58,g,auth0|56e072c23aff626238469c83,fts_admins,
245,g2,fts_admins,admin_article_annotation_editor,
248,p,admin_article_annotation_editor,source__document_ner_tags-*,write
250,p,public_source_full_text,source__full_text-2360958,read
251,g,auth0|5d7f952e6685840ded77a632,fts_users,
252,p,public_source_full_text,source__full_text-294474,read
255,g,auth0|5d7f952e6685840ded77a632,fts_admin_article_editors,
67,g,auth0|56e072c23aff626238469c83,fts_users,
68,g,auth0|5ca7564d0cd55b102a3e5ef1,jpmc_lrcm_users,
69,g,auth0|56d8e6ed66f60ccf22eed16c,fts_users,
71,g,auth0|56d8ef7066f60ccf22eed16d,fts_users,
75,g,auth0|5910bb1a13ff9b72635b4ba3,fts_users,
256,g,samlp|JPMC|R535279,jpmc_lrcm_users,
79,g,auth0|5b75a584be3ebc12af61a313,jpmc_lrcm_users,
80,g,auth0|5baa98192c369536e19803cd,jpmc_lrcm_users,
81,g,auth0|5bbb8a336d32e254f745bab9,jpmc_lrcm_users,
82,g,auth0|5c6707633ec28d255b155b8b,jpmc_lrcm_users,
83,g,auth0|5ba115ba2fcc871916e8152d,jpmc_lrcm_users,
84,g,auth0|5ba159f0c71f5206dce4ca1c,jpmc_lrcm_users,
85,g,auth0|5c5af0ab41af933545dd37eb,jpmc_lrcm_users,
86,g,auth0|5ba4e928ce72a42d9eb38f93,jpmc_lrcm_users,
87,g,auth0|5ba26ee514b8b32d5254d7c6,jpmc_lrcm_users,
88,g,auth0|5c3f5b1af69cb715c1427428,jpmc_lrcm_users,
89,g,auth0|5c34fda4c99ead021091834e,jpmc_lrcm_users,
90,g,auth0|5c34fd88c99ead0210918345,jpmc_lrcm_users,
91,g,auth0|5b9bcbef0013671b195da798,jpmc_lrcm_users,
92,g,auth0|5bf42e970a0ff149670a1d15,jpmc_lrcm_users,
93,g,auth0|5ba518cad7ebec5db9261678,jpmc_lrcm_users,
94,g,linkedin|57kxvGfBE7,jpmc_lrcm_users,
95,g,auth0|5c900628f9fdcf06f8092af3,jpmc_lrcm_users,
96,g,auth0|5ba4d9058b4b642d852d01ae,jpmc_lrcm_users,
257,p,public_source_full_text,source__full_text-373085,read
259,p,public_source_full_text,source__full_text-4924380,read
260,p,public_source_full_text,source__full_text-4924379,read
262,p,public_source_full_text,source__full_text-4924401,read
263,p,public_source_full_text,source__full_text-4924400,read
265,p,public_source_full_text,source__full_text-3688346,read
266,p,public_source_full_text,source__full_text-3688300,read
267,p,public_source_full_text,source__full_text-3688498,read
268,p,public_source_full_text,source__full_text-3688507,read
269,p,public_source_full_text,source__full_text-3698825,read
270,p,public_source_full_text,source__full_text-299862,read
271,p,public_source_full_text,source__full_text-3688528,read
272,p,public_source_full_text,source__full_text-246453,read
273,p,public_source_full_text,source__full_text-4925225,read
274,p,public_source_full_text,source__full_text-452905,read
275,p,public_source_full_text,source__full_text-3698814,read
276,p,public_source_full_text,source__full_text-4910979,read
277,p,public_source_full_text,source__full_text-4925210,read
97,g,auth0|5b9ac40d4b13f41268abab88,jpmc_lrcm_users,
98,g,auth0|5bbfe49e90b1953bc5fb7bfa,jpmc_lrcm_users,
99,g,auth0|5b9ac063a8b61c085caa6ac7,jpmc_lrcm_users,
100,g,auth0|5caf7014cacede0ecc416aaa,jpmc_lrcm_users,
101,g,auth0|5b7abdc3951e2b359aa94a63,jpmc_lrcm_users,
102,g,auth0|5b9ac69368c74305427a11b8,jpmc_lrcm_users,
103,g,auth0|5bacdeca6b1bb72fb6add474,jpmc_lrcm_users,
104,g,auth0|5b9a8aa7e33e6d1cdf0e8fb2,jpmc_lrcm_users,
105,g,auth0|5b85a68586d20505e0f93d67,jpmc_lrcm_users,
106,g,auth0|5bbccd5dc6f93a499d27d4bc,jpmc_lrcm_users,
107,g,auth0|5b9ab28c2fcc871916e6cf89,jpmc_lrcm_users,
108,g,auth0|5b9ac571dcd0662dc830977e,jpmc_lrcm_users,
109,g,auth0|5bab90607c33e2464e3ffa35,jpmc_lrcm_users,
110,g,auth0|5b9b05a791af701a18d7d91c,jpmc_lrcm_users,
1421,g,auth0|5910bb1a13ff9b72635b4ba3,fts_admin_article_editors,
112,g2,jpmc_lrcm_users,public_source_full_text,
113,g2,fts_admins,admin_article_editor,
114,g2,fts_admins,global_source_full_text,
115,p,global_source_full_text,source__full_text-*,read
116,p,public_source_full_text,source__full_text-1970354,read
118,p,public_source_full_text,source__full_text-1970353,read
119,p,public_source_full_text,source__full_text-426154,read
120,p,public_source_full_text,source__full_text-6550372,read
121,p,public_source_full_text,source__full_text-6550373,read
122,p,public_source_full_text,source__full_text-4927594,read
123,p,public_source_full_text,source__full_text-29631,read
124,p,public_source_full_text,source__full_text-135861,read
1429,g,auth0|5ee7cae48a418c0013838573,widget_builder_users,
126,p,public_source_full_text,source__full_text-3683644,read
127,p,public_source_full_text,source__full_text-3693634,read
128,p,public_source_full_text,source__full_text-63694,read
129,p,public_source_full_text,source__full_text-6550385,read
130,p,public_source_full_text,source__full_text-3629106,read
131,p,public_source_full_text,source__full_text-3671532,read
132,p,public_source_full_text,source__full_text-3671531,read
133,p,public_source_full_text,source__full_text-4921026,read
134,p,public_source_full_text,source__full_text-6558299,read
135,p,public_source_full_text,source__full_text-3683776,read
136,p,public_source_full_text,source__full_text-6559683,read
137,p,public_source_full_text,source__full_text-3677513,read
138,p,public_source_full_text,source__full_text-4925221,read
139,p,public_source_full_text,source__full_text-3683805,read
140,p,public_source_full_text,source__full_text-327520,read
141,p,public_source_full_text,source__full_text-3637135,read
142,p,public_source_full_text,source__full_text-3683796,read
143,p,public_source_full_text,source__full_text-3683794,read
144,p,public_source_full_text,source__full_text-3682243,read
1439,g,auth0|5ee9a02351916a0019225215,accenture_group,
146,p,public_source_full_text,source__full_text-34958,read
1449,g2,deutsche_bank_users,widget_builder,
1457,g2,fts_users,theme_deutsche-bank,
149,p,public_source_full_text,source__full_text-3195396,read
150,p,public_source_full_text,source__full_text-346394,read
1465,g,samlp|JPMC|V024441,jpm_private_bank_wb,
1473,g2,deutsche_bank_users,theme_deutsche-bank,
153,g,auth0|5ce7f27931f21e111381c0c2,fts_admins,
168,p,admin_article_editor,source__articles-*,write
170,g,auth0|5cf67f0012b2600ce7aa1320,fts_users,
172,p,public_source_full_text,source__full_text-3696938,read
176,p,public_source_full_text,source__full_text-3665774,read
177,p,public_source_full_text,source__full_text-3696937,read
179,p,public_source_full_text,source__full_text-3675287,read
180,p,public_source_full_text,source__full_text-4984617,read
181,p,public_source_full_text,source__full_text-3675219,read
184,p,public_source_full_text,source__full_text-6623544,read
186,p,admin_authorization,authorization_user_role-*,read
188,p,admin_authorization,authorization_role-*,write
190,p,admin_authorization,authorization_group-*,read
191,p,admin_authorization,authorization_group-*,write
1484,g,auth0|5ef0e5392fbfe600192419f1,deutsche_bank_users,
1491,g,auth0|5ef235e19064d900136ddb06,standard_users,
197,g,auth0|5d000559fbfd860fb70f1502,fts_users,
199,g,auth0|5c9ba18e2fe33611070addb4,fts_nlp_users,
1504,g,auth0|5ef48e0619a9f000195c14b3,standard_users,
1510,g,auth0|5dc45d9768496b0df9fb5d93,raider_hill_group,
209,g,auth0|56e072c23aff626238469c83,fts_nlp_users,
211,g,auth0|5cd1db067f36600f85084f29,fts_admins,
219,g2,fts_users,partner_open_exchange,
234,g,auth0|5d16715b3613b20d45d2608f,jpmc_lrcm_users,
236,p,admin_entity_editor,entity-*,write
238,p,admin_entity_editor,entity_verification-*,write
246,g2,fts_admin_article_editors,admin_article_annotation_editor,
247,g2,fts_nlp_users,admin_article_annotation_editor,
249,p,admin_article_annotation_editor,source__document_ner_tags-*,delete
253,p,public_source_full_text,source__full_text-3702586,read
258,p,public_source_full_text,source__full_text-4925184,read
261,p,public_source_full_text,source__full_text-4924393,read
264,p,public_source_full_text,source__full_text-3640812,read
278,p,public_source_full_text,source__full_text-4925253,read
279,p,public_source_full_text,source__full_text-4925276,read
280,p,public_source_full_text,source__full_text-4917437,read
281,p,public_source_full_text,source__full_text-1562750,read
282,p,public_source_full_text,source__full_text-4925279,read
283,p,public_source_full_text,source__full_text-4925282,read
284,p,public_source_full_text,source__full_text-4925283,read
285,p,public_source_full_text,source__full_text-4925250,read
286,p,public_source_full_text,source__full_text-4925284,read
287,p,public_source_full_text,source__full_text-4925557,read
288,p,public_source_full_text,source__full_text-6498351,read
289,p,public_source_full_text,source__full_text-4918466,read
290,p,public_source_full_text,source__full_text-3540400,read
291,p,public_source_full_text,source__full_text-181214,read
292,p,public_source_full_text,source__full_text-200864,read
293,p,public_source_full_text,source__full_text-6493421,read
294,p,public_source_full_text,source__full_text-6493428,read
295,p,public_source_full_text,source__full_text-3704720,read
296,p,public_source_full_text,source__full_text-4926709,read
297,p,public_source_full_text,source__full_text-6550723,read
298,p,public_source_full_text,source__full_text-4926900,read
299,p,public_source_full_text,source__full_text-3698404,read
300,p,public_source_full_text,source__full_text-4926465,read
301,p,public_source_full_text,source__full_text-4926518,read
302,p,public_source_full_text,source__full_text-4926485,read
303,p,public_source_full_text,source__full_text-4926477,read
304,p,public_source_full_text,source__full_text-3700341,read
305,p,public_source_full_text,source__full_text-4935827,read
306,p,public_source_full_text,source__full_text-4926637,read
307,p,public_source_full_text,source__full_text-5005619,read
308,p,public_source_full_text,source__full_text-4927559,read
309,p,public_source_full_text,source__full_text-4927561,read
310,p,public_source_full_text,source__full_text-4927568,read
311,p,public_source_full_text,source__full_text-4927565,read
312,p,public_source_full_text,source__full_text-4927556,read
313,p,public_source_full_text,source__full_text-6499146,read
314,p,public_source_full_text,source__full_text-45989,read
315,p,public_source_full_text,source__full_text-6553563,read
316,p,public_source_full_text,source__full_text-265051,read
317,p,public_source_full_text,source__full_text-339169,read
318,p,public_source_full_text,source__full_text-6545270,read
319,p,public_source_full_text,source__full_text-6499508,read
320,p,public_source_full_text,source__full_text-6498421,read
321,p,public_source_full_text,source__full_text-6494810,read
322,p,public_source_full_text,source__full_text-6494790,read
323,p,public_source_full_text,source__full_text-6494777,read
324,p,public_source_full_text,source__full_text-408525,read
325,p,public_source_full_text,source__full_text-4927558,read
326,p,public_source_full_text,source__full_text-4927557,read
327,p,public_source_full_text,source__full_text-140926,read
328,p,public_source_full_text,source__full_text-4927580,read
329,p,public_source_full_text,source__full_text-196154,read
330,p,public_source_full_text,source__full_text-215796,read
331,p,public_source_full_text,source__full_text-345517,read
332,p,public_source_full_text,source__full_text-216296,read
333,p,public_source_full_text,source__full_text-110406,read
334,p,public_source_full_text,source__full_text-3517937,read
335,p,public_source_full_text,source__full_text-138421,read
336,p,public_source_full_text,source__full_text-138419,read
337,p,public_source_full_text,source__full_text-298596,read
338,p,public_source_full_text,source__full_text-4972934,read
339,p,public_source_full_text,source__full_text-3699406,read
340,p,public_source_full_text,source__full_text-3693231,read
341,p,public_source_full_text,source__full_text-3691423,read
342,p,public_source_full_text,source__full_text-3701063,read
343,p,public_source_full_text,source__full_text-4924378,read
344,p,public_source_full_text,source__full_text-3691413,read
345,p,public_source_full_text,source__full_text-3691290,read
346,p,public_source_full_text,source__full_text-3691286,read
347,p,admin_entity_editor,synonyms-*,read
348,p,admin_article_editor,synonyms-*,read
1498,g,linkedin|adclklRT2Y,pwc_group,
350,g,auth0|5da872a5e173a80e3037802b,jpmc_lrcm_users,
352,g,samlp|JPMC|R658988,jpmc_lrcm_users,
353,g,auth0|5db1e37560e1640e15600894,fts_users,
354,p,public_source_full_text,source__full_text-2924363,read
355,p,public_source_full_text,source__full_text-2969501,read
356,p,public_source_full_text,source__full_text-2854202,read
357,p,public_source_full_text,source__full_text-3637787,read
358,p,public_source_full_text,source__full_text-3647047,read
359,p,public_source_full_text,source__full_text-3644715,read
360,p,public_source_full_text,source__full_text-113575,read
361,p,public_source_full_text,source__full_text-6630443,read
362,p,public_source_full_text,source__full_text-2106963,read
363,p,public_source_full_text,source__full_text-4975491,read
364,p,public_source_full_text,source__full_text-4972094,read
365,p,public_source_full_text,source__full_text-4971990,read
366,p,public_source_full_text,source__full_text-4935018,read
672,g2,fts_users,theme_regal,
367,p,public_source_full_text,source__full_text-6630531,read
368,p,public_source_full_text,source__full_text-3647023,read
369,p,public_source_full_text,source__full_text-3646992,read
370,p,public_source_full_text,source__full_text-3646984,read
371,p,public_source_full_text,source__full_text-84675,read
372,p,public_source_full_text,source__full_text-3282752,read
373,p,public_source_full_text,source__full_text-555672,read
374,p,public_source_full_text,source__full_text-6630458,read
375,p,public_source_full_text,source__full_text-4906321,read
376,p,public_source_full_text,source__full_text-3646189,read
377,p,public_source_full_text,source__full_text-3636423,read
378,p,public_source_full_text,source__full_text-6630456,read
379,p,public_source_full_text,source__full_text-3646957,read
380,p,public_source_full_text,source__full_text-3646933,read
381,p,public_source_full_text,source__full_text-3633384,read
382,p,public_source_full_text,source__full_text-29954,read
383,p,public_source_full_text,source__full_text-3695525,read
384,p,admin_article_annotation_editor,article__changelogs-*,read
385,p,admin_article_annotation_editor,article__changelogs-*,write
387,g,auth0|5dc1aba0f34f590e20a8969c,fts_admin_article_editors,
388,g,auth0|5dc3242e74a6e80dec8f88f7,fts_users_bot,
389,g2,fts_users_bot,admin_authorization,
390,p,admin_authorization,user_profile-*,read
391,p,admin_authorization,user_profile-*,write
392,g,auth0|5dc3242e74a6e80dec8f88f7,standard_users,
393,g,samlp|JPMC|V094250,jpmc_lrcm_users,
394,g,auth0|5dc45ec6dd301b0dfb804612,fts_infongen_users,
395,g,auth0|5dc45cdfbc3dff0e13c156e3,fts_infongen_users,
396,g2,fts_infongen_users,public_source_full_text,
397,p,public_source_full_text,source__full_text-6543489,read
398,p,public_source_full_text,source__full_text-6543492,read
399,p,public_source_full_text,source__full_text-132370,read
400,p,public_source_full_text,source__full_text-3636505,read
401,p,public_source_full_text,source__full_text-3699996,read
402,p,public_source_full_text,source__full_text-3699995,read
403,p,public_source_full_text,source__full_text-6629796,read
404,p,public_source_full_text,source__full_text-6634355,read
405,p,public_source_full_text,source__full_text-6634356,read
406,p,public_source_full_text,source__full_text-3637064,read
409,p,public_source_full_text,source__full_text-98473,read
410,p,public_source_full_text,source__full_text-6590695,read
411,p,public_source_full_text,source__full_text-6592487,read
412,p,public_source_full_text,source__full_text-6592597,read
413,p,public_source_full_text,source__full_text-6592552,read
414,p,public_source_full_text,source__full_text-303502,read
415,p,public_source_full_text,source__full_text-108207,read
416,p,public_source_full_text,source__full_text-3637186,read
417,p,public_source_full_text,source__full_text-945491,read
418,p,public_source_full_text,source__full_text-6633158,read
419,p,public_source_full_text,source__full_text-3636472,read
420,p,public_source_full_text,source__full_text-399200,read
421,p,public_source_full_text,source__full_text-3636489,read
422,p,public_source_full_text,source__full_text-2454374,read
423,p,public_source_full_text,source__full_text-3637085,read
424,g,auth0|5dcae892bd3fd40e78bc50cd,standard_users,
425,g,auth0|5ab529a383c76518b93bc2fb,standard_users,
426,g,auth0|5a2821b3661fd134b38ba9da,standard_users,
427,g,auth0|5ce2f7771690a70f782d2250,standard_users,
428,g,auth0|5c6c29af0424607fc61f32c0,standard_users,
429,g,auth0|5b07eb875d7d1617fd7f570d,standard_users,
430,g,auth0|5d7259f2ec0dea0c689b7025,standard_users,
431,g,auth0|5d7f952e6685840ded77a632,standard_users,
432,g,auth0|5dc1aba0f34f590e20a8969c,standard_users,
433,g,auth0|5d029b38b8179e0e3eaa2f18,standard_users,
435,g,auth0|5937fc07891ec62a2046ef53,standard_users,
436,g,auth0|56e072c23aff626238469c83,standard_users,
437,g,auth0|5bad09e19631a3321d4f8fc1,standard_users,
438,g,auth0|56d8ef7066f60ccf22eed16d,standard_users,
439,g,auth0|5ce7f27931f21e111381c0c2,standard_users,
440,g,auth0|5910bb1a13ff9b72635b4ba3,standard_users,
441,g,auth0|5b61fc444ea4d929f61a1dbb,standard_users,
442,g,auth0|5d8f5b56c88bee0c651c6e55,standard_users,
443,g,auth0|5c9ba18e2fe33611070addb4,standard_users,
444,g,auth0|5dc08583af46800e1c26bec5,standard_users,
445,g,auth0|5c65ba4d53f21f6366a5a334,standard_users,
446,g,auth0|5dcb9d722feb9e0e7d4976ba,standard_users,
447,g,auth0|5ba26ee514b8b32d5254d7c6,standard_users,
448,g,auth0|5b51fdcd80bce35646af85c6,standard_users,
449,g,auth0|5db1e37560e1640e15600894,standard_users,
450,g,auth0|5cf69856f2ae5a0cd923db4b,standard_users,
451,g,auth0|5dc450976bf0270c779e900f,standard_users,
452,g,auth0|5cf66a92da978d0c72756c53,standard_users,
453,g,auth0|5d3b095d055e690ccb429b91,standard_users,
454,g,auth0|5dcc62536ef4e50e707488d4,standard_users,
455,g,auth0|5cf67f0012b2600ce7aa1320,standard_users,
456,p,public_source_full_text,source__full_text-6799777,read
457,g,auth0|5d5f3c1e1659a40ec1538dd3,standard_users,
458,g,auth0|5dc45d9768496b0df9fb5d93,standard_users,
673,g2,fts_users,theme_silver,
674,g2,fts_users,theme_stevens,
675,g2,fts_users,theme_smp,
676,g2,fts_users,theme_ubs,
459,g,auth0|5be1f1b8f5dc704521f24e42,standard_users,
460,g,auth0|5c617639fafc067adaa76788,standard_users,
461,g,auth0|5d94fa7c4d3fa80c5b735ab5,standard_users,
462,g,auth0|5d94e20b4d3fa80c5b733604,standard_users,
463,g,auth0|5dcd0a0b3e235f0cc71cb46c,standard_users,
464,g,auth0|5daf02dadd877b0cbbff09b8,standard_users,
465,g,auth0|5dbfcf20f9b5c30e1d590b3e,standard_users,
466,g,auth0|5da712d3f8e46b0c64a8816a,standard_users,
467,g,email|5b2177f8a6803a91915d590d,standard_users,
468,g,auth0|56d8e6ed66f60ccf22eed16c,standard_users,
469,g,auth0|5d768de40c52c40ddb27b953,standard_users,
470,g,auth0|5c3f2df514f74009ce114013,standard_users,
471,g,auth0|5cf7c53847d17f0de1e0388b,standard_users,
472,g,auth0|5ca7564d0cd55b102a3e5ef1,standard_users,
473,g,auth0|5dcd5f5e00f9ce0f116da5c1,standard_users,
474,g,auth0|5dcd5fae31a47a0e31f30cc9,standard_users,
475,g,auth0|5dcd5fcf1d612e0f068bca26,standard_users,
476,g,auth0|5dcd5ff1b667f20d20616cea,standard_users,
477,g,auth0|5bc8b38e3173a34815419df7,standard_users,
478,g,auth0|5d2884a2beb69a0ddc46326e,standard_users,
1422,g,auth0|5cd439ece92dcb10f287c143,standard_users,
480,g,auth0|5d940b9122a39c0e1bbe30eb,standard_users,
481,g,auth0|5dbfcedc7456350d571ff44b,standard_users,
482,g,auth0|5dcea457be89ce0edfba4826,standard_users,
483,g,auth0|5cf6a57af3af8e0f30913b28,standard_users,
484,g,auth0|5c4f263648372c0ecd1b17aa,standard_users,
485,g,auth0|5db8716dddc8250c838ddd49,standard_users,
486,g,auth0|5cfea8962ac6ae0d59b36091,standard_users,
487,g,samlp|JPMC|W541870,standard_users,
488,g,samlp|JPMC|D559064,standard_users,
489,g,auth0|5cd1db067f36600f85084f29,standard_users,
490,g,auth0|5dc58447d532900e9573a7f1,standard_users,
491,g,auth0|5d9b6aff5a8de50c5e2cded8,standard_users,
492,g,auth0|5d000559fbfd860fb70f1502,standard_users,
493,g,auth0|5dceccfa240ee90ecbaf0e84,standard_users,
494,g,auth0|5dcedf518df6ab0efba36991,standard_users,
495,g,auth0|5ba4e928ce72a42d9eb38f93,standard_users,
496,g,auth0|5bbb8a336d32e254f745bab9,standard_users,
497,g,auth0|5dcf06a873de840ed9fcbf20,standard_users,
498,g,auth0|5d9e4536678fe40e6f7590c3,standard_users,
499,g,linkedin|T-HKH4CZRk,standard_users,
500,g,auth0|5d94c6cfa3a5830dac842d62,standard_users,
501,g,linkedin|SYUbMOBcsa,standard_users,
502,g,auth0|5d8ee6c6fd3f0e0df3fbf29c,standard_users,
503,g,auth0|5dad26adad9ec30c7430f500,standard_users,
504,g,auth0|5dbae64f3f01810cc97e2720,standard_users,
505,g,auth0|5ba4d9058b4b642d852d01ae,standard_users,
506,g,samlp|JPMC|N694177,standard_users,
507,g,samlp|JPMC|V024441,standard_users,
508,g,samlp|JPMC|D497421,standard_users,
509,g,samlp|JPMC|W528852,standard_users,
510,g,auth0|5dd3c7105e550a0f1e1ed0f3,standard_users,
511,g,samlp|JPMC|V623085,standard_users,
512,g,samlp|JPMC|I649579,standard_users,
513,g,auth0|5bbfe49e90b1953bc5fb7bfa,standard_users,
514,g,auth0|5caf7014cacede0ecc416aaa,standard_users,
515,g,auth0|5dd54c9236ec5a0f01ac29a0,standard_users,
516,g2,fts_nlp_users,global_source_full_text,
517,p,public_source_full_text,source__full_text-7503705,read
518,p,public_source_full_text,source__full_text-7503534,read
519,g,auth0|5dd592614d50eb0d284af07c,standard_users,
520,g,auth0|578fe8442a087d2115251051,standard_users,
521,g,samlp|JPMC|R665725,standard_users,
522,g,auth0|5dd6b4ae4ec49c0e2c4d8893,standard_users,
523,g,auth0|5cc1b68eaa23d10fffb78ab9,standard_users,
524,g,auth0|5ced88948b47fb0e2041ff30,standard_users,
525,g,auth0|5da200c6975e280c5e6fdfa1,standard_users,
526,g,linkedin|9bSIae-GkV,standard_users,
527,g,auth0|5878e95a77fa2f4cff092c87,standard_users,
528,g,auth0|5dd80bea51eaea0f11e86722,standard_users,
529,g,auth0|5d9247778754160df8a38ad0,standard_users,
530,g,auth0|5ddb14bef44fc10efd401e7f,standard_users,
531,g,auth0|5d9426cc56cd4b0d68ed556b,standard_users,
532,g,auth0|5ddb481693b2640f9405fe05,standard_users,
533,g,auth0|5d9e7258de27b60e1edc0fe7,standard_users,
534,g,auth0|5d9e7230de27b60e1edc0fae,standard_users,
535,g,samlp|JPMC|U680297,standard_users,
536,g,auth0|5c3f31a87f420f0163403522,standard_users,
537,g,linkedin|Q0OUtTL4n8,standard_users,
538,g,auth0|5ddd361a715cb20fef99a732,standard_users,
539,g,samlp|JPMC|E844623,standard_users,
540,g,linkedin|X71EVT0PE0,standard_users,
541,g,auth0|5ddd6ab86e33120ef47121e6,standard_users,
542,g,auth0|5ddd819dc7d0b50fa831982b,standard_users,
543,g,auth0|5dde937ad945e40dc91e23e9,standard_users,
544,g,auth0|5ddec557cac2930cca0f8ebf,standard_users,
545,g,auth0|5ddedd5d9152b10ea570cb57,standard_users,
546,g,auth0|5ddef55ecac2930cca0fc0ec,standard_users,
547,g,auth0|5de2375d345e780cbba70a3c,standard_users,
548,g,auth0|5de45c7f9d7d3c0cd62674f5,standard_users,
549,g,auth0|5de4d67635445b0cc9338f13,standard_users,
550,g,auth0|5db9ba483f0d010e2935b9ce,standard_users,
551,g,auth0|5de5230fc0c7e20cce311764,standard_users,
552,g,auth0|5834846553dd71bf457360c1,standard_users,
553,g,auth0|5d644675880a5a0df7635c27,standard_users,
554,p,public_source_full_text,source__full_text-159431,read
555,g,auth0|5de676797ea8cb0f07d89884,standard_users,
556,g,auth0|5bacdeca6b1bb72fb6add474,standard_users,
557,g,auth0|5de694ef49562a0d26f567a8,standard_users,
558,g,auth0|5d86ea20d249180dff75e0c6,standard_users,
559,g,auth0|5c34fda4c99ead021091834e,standard_users,
560,g,auth0|5c3f945814f74009ce116eb4,standard_users,
561,g,auth0|5d4305cf0eb92e0cc97337e1,standard_users,
562,g,auth0|5de5cd878bf5930dcea8b5e9,standard_users,
563,g,auth0|5bdb5c0682f66e7f548cb8de,standard_users,
564,g,linkedin|-nGNmwkhFU,standard_users,
565,g,auth0|5de8e46a94b7660eedd8355c,standard_users,
566,g,auth0|5de90921f0fcda0e97d0eb9a,standard_users,
567,g2,fts_admin_article_editors,public_source_full_text,
568,g2,standard_users,quotemedia_delayed,
569,g2,fts_admins,ref_doc_viewer,
1423,g,samlp|JPMC|O675458,standard_users,
571,g,auth0|56d8e6ed66f60ccf22eed16c,symphony_media_group_users,
572,g2,symphony_media_group_users,symphony_media_users,
573,g,auth0|5de6ed74d2066b0e06329213,standard_users,
574,g2,fts_admin_article_editors,ref_doc_viewer,
1430,g,auth0|5ee7d52a3c261c00137bf3ef,standard_users,
1440,g,auth0|5eea1b258a418c0013ac5c60,accenture_group,
1450,g,auth0|5ee7d52a3c261c00137bf3ef,deutsche_bank_users,
1458,g,auth0|5eeb950af26ae2001368b60f,standard_users,
580,g,auth0|5937fc07891ec62a2046ef53,fts_test_users,
581,g,auth0|5bc8b38e3173a34815419df7,widget_builder_users,
582,g2,widget_builder_users,widget_builder,
583,g2,fts_users,widget_builder,
585,g,auth0|578fe6325d0403c3356dcf55,client_admins,
1466,g2,jpm_private_bank_wb,widget_builder,
588,g,samlp|JPMC|N724794,standard_users,
589,g,auth0|5b5a2479d7284c1ff963f1f9,standard_users,
590,g,samlp|JPMC|N724794,jpmc_lrcm_users,
591,g,auth0|5d94170c8fcd8c0e53a71a83,standard_users,
592,g,auth0|5d809ebd06a1f80dffd17c98,standard_users,
593,g,auth0|5d0c908c2daf870d2c73ef96,standard_users,
594,g,auth0|5dee665ca036710cd72adc28,standard_users,
595,g,auth0|5dee8e8ea036710cd72b21d2,standard_users,
596,g,auth0|5dc45cdfbc3dff0e13c156e3,standard_users,
597,g,auth0|5dee21f59b47f80cd0aaec50,standard_users,
598,g,auth0|5defb04e7dad780da7272b36,standard_users,
599,g,auth0|5defb27c6917470ccf25b87a,standard_users,
600,g,auth0|5defb9e5ef41c50fad5fc75d,standard_users,
601,g,auth0|5defbc89b5b0b00ea3fc036e,standard_users,
602,g,auth0|5defbc8af7d70d0ebf283b03,standard_users,
603,g,auth0|5defbcc207a68b0f841be019,standard_users,
604,g,auth0|5defbd71295b790f5d6d03d5,standard_users,
605,g,auth0|5defbcb32e6d990ea1224339,standard_users,
